user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,cleaned_text,sentiment,topic,misinformation_label
𝐓𝐞𝐞 𝐑𝐞𝐬𝐢𝐬𝐭𝐬 𝐇𝐞𝐫𝐞 🌊🥁,,#CripTheVote #HealthCareVoter #Resist #GunSafetyVoter #StillWithHer #ERANow #Virginia #Biden2020 #TeamJoe,2009-06-26 22:42:44,5581,4622,595325,False,2020-07-28,"So I have mostly recovered after 3 month #COVID19 battle.

Family member in assisted living is now negative &amp; asymp… https://t.co/3zPFHgEUbE",['COVID19'],Twitter for iPhone,False,mostly recovered 3 month battle family member assisted living negative amp asymp,NEGATIVE,1,unverified claim
National Cyber Security,"Atlanta, GA","We are a leader in #news for #cybersecurity #hacker , #hacking, #techjobs, #NationalCyberSecurity Download our #app ""National Cyber Security 5.0""",2010-01-27 22:48:24,5425,161,8,False,2020-07-25,Cyber Scammers Stay Busy During Pandemic | #coronavirus | #scams | #covid19 https://t.co/g5ymTyi5n8,"['coronavirus', 'scams', 'covid19']",WordPress.com,False,cyber scammers stay busy pandemic,NEGATIVE,135,unverified claim
ProMED-mail,Worldwide,"We report human, animal & plant #InfectiousDiseases, #toxin exposure & #ID news. Program of @ISID_org  Free to subscribe: https://t.co/OGakG3HX4o",2009-05-01 18:50:34,18812,161,5804,True,2020-08-02,"“The worldwide, broad and rapid coverage ProMED provides is a unique and an essential tool to protect human, domest… https://t.co/ZkIV3n4Eiv",,Hootsuite Inc.,False,worldwide broad rapid coverage promed provides unique essential tool protect human domest,POSITIVE,257,true information
Steve Davies,"Canberra, Australia",Researcher│Ethical government activist│Public servant 30+years  steve8davies@gmail.com 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2009-11-06 07:13:54,3605,3100,5258,False,2020-07-27,No way. #COVID19 and the thinking of the Commission touch the lives of every Australian. Everything must be public… https://t.co/T2K5oZVw3n,['COVID19'],Twitter for iPhone,False,way thinking commission touch lives every australian everything must public,POSITIVE,116,true information
Robyn Pickett,"Invercargill, New Zealand",I am philosophical. Being PC is not me.  Children Thriving In This World is what spins my wheels the most. I am under no obligation to make sense to you.,2011-03-27 06:58:04,153,656,162,False,2020-08-16,#Coronavirus #Covid19 Peeling back the layers and looking at this from all perspectives ... https://t.co/YiMW5vL0xx https://t.co/SwOBRT5Ou2,"['Coronavirus', 'Covid19']",Twitter Web App,False,peeling back layers looking perspectives,POSITIVE,95,unverified claim
Sarah Lee,"Oklahoma City, OK",RD2B,2011-07-19 21:46:38,765,213,21822,False,2020-08-14,"Some of y’all are so worried about vaccines all the while taking supplements, diet pills, etc., with zero regulatio… https://t.co/7Z9EyNsdYU",,Twitter for iPhone,False,worried vaccines taking supplements diet pills etc zero regulatio,NEGATIVE,3,unverified claim
Dr G Srinivasa Rao,"Hyderabad, India",Public Health Specialist. Currently working as Director of Public Health. Govt of Telangana. Views are personal.,2013-06-21 04:08:37,4102,59,1484,False,2020-07-26,Media Bulletin on status of positive cases #COVID19 in Telangana. (Dated. 26.07.2020)@Eatala_Rajender… https://t.co/9SLlUzUrJv,['COVID19'],Twitter for iPhone,False,media bulletin status positive cases telangana dated 26 07 2020,POSITIVE,146,true information
CononMariamar,Benin,"je suis passionné de tout ce qui concerne les droits en santé sexuelle et reproductive, la protection des enfants et la défense  des droits des filles.♥️",2018-05-16 15:13:57,721,1318,3812,False,2020-08-18,@Dr_IsaacH @MoiseSodokin @WHO @DrTedros @DjawadRamanou @Nafissate1 @unfpa_benin @OmsBenin @UNBenin @PNUDBenin… https://t.co/mA2WtuMRTB,,Twitter for Android,False,,POSITIVE,7,LABEL_UNKNOWN
Roxane L.M,"Georgia USA , Montreal Canada ",#TWDFamily @vincentmward @gilliardl_jr @mcbridemelissa @JoshMcDermitt @wwwbigbaldhead @ironesingleton,2009-11-23 08:13:06,3399,3058,46759,False,2020-07-27,"@thehill I don’t think he knows that PEOPLE ARE HOME BECAUSE OF THE POOR HANDLING OF #COVID19 ???
Trump’s administration are so stupid ! 🙄",['COVID19'],Twitter for iPhone,False,think knows people home poor handling trump administration stupid,NEGATIVE,39,misinformation
Arirang News,대한민국 서울,Your Daily Source For Korean & Global News,2016-10-04 07:58:41,7442,14,6744,True,2020-08-22,"▪ MASKS FOR DOGS?

Masks for dogs unnecessary amid COVID-19 outbreak

#COVID19 #MASK #DOG https://t.co/zMIECHi4NB","['COVID19', 'MASK', 'DOG']",Twitter Media Studio,False,masks dogs unnecessary amid covid 19 outbreak,NEGATIVE,38,unverified claim
CynicLgrrl,SickSadWorld,"Elusive, Unattainable Muse",2010-09-08 19:30:05,1165,1040,10060,False,2020-08-12,"#EvictionCrisis #Evictions Evictions  #FloridaEvictions 
#DeathSantis #DeSantis #FloridaCovid Eviction #COVID19 
Ph… https://t.co/V7SrHMHjVc","['EvictionCrisis', 'Evictions', 'FloridaEvictions', 'DeathSantis', 'DeSantis', 'FloridaCovid', 'COVID19']",Twitter Web App,False,evictions eviction ph,NEGATIVE,76,true information
Crestview Strategy,,a public affairs agency,2016-04-18 19:30:41,2711,2275,2745,False,2020-08-01,"The CRA is also waiving interest on existing tax debts related to individual, corporate and trust income tax return… https://t.co/pOhtJY2t4L",,Zoho Social,False,cra also waiving interest existing tax debts related individual corporate trust income return,NEGATIVE,148,true information
Mr Bubbles ala Brucey Baby,"Johannesburg, South Africa","Dedicated worker, friend & family man who loves the good things life has to offer-makes the most of all opportunity's. Executive Chairman.
Instagram @bruceybld",2011-03-03 12:35:00,1428,364,7416,False,2020-07-26,#SouthAfrica #COVID19 deaths shoot up as confidential government document reveals a likely longer booze and cigarettes ban,"['SouthAfrica', 'COVID19']",Twitter Web App,False,deaths shoot confidential government document reveals likely longer booze cigarettes ban,NEGATIVE,268,unverified claim
John Englart EAM 🌏💦,Melbourne,"Citizen Journalist, reluctant #climate warrior, Convenor @Camoreland, parent, 🚴‍♂️, NTEU, Eureka Australia Medal. NGO observer #COP21 #COP22 #COP23 #COP25 🌏💦",2009-04-12 12:44:30,5991,1770,14059,True,2020-08-13,"Morrison Government has knowingly thrown elderly citizens under the #Covid19 bus. Problems foreseeable, Aged care u… https://t.co/j4AWkULcp8",['Covid19'],Twitter for iPhone,False,morrison government knowingly thrown elderly citizens bus problems foreseeable aged care u,NEGATIVE,50,unverified claim
Daily Corona Recoveries,,Daily COVID-19 recovery case updates // bot by https://t.co/SixzrU4Lr1,2013-04-22 18:36:01,6,0,26,False,2020-08-12,"1825236 people recovered from Corona today. Total Corona virus recoveries: 13168747 
 
 Source: WHO Situation Repor… https://t.co/KJ4d4o8T1S",,corona-recoveries,False,1825236 people recovered corona today total virus recoveries 13168747 source situation repor,NEGATIVE,248,true information
Khon Masks,,We make fashionable cloth masks for you. Just because there’s a plague happening doesn’t mean you can’t make a fashion statement.,2020-07-20 01:41:59,2,2,0,False,2020-08-13,South Korea installs anti-virus bus shelters with temperature sensors and UV lamps #COVID19  https://t.co/vFBTLmLRUL,['COVID19'],Twitter for iPhone,False,south korea installs anti virus bus shelters temperature sensors uv lamps,NEGATIVE,161,true information
Bahama Times,,"Bahamas news online
Also on FB: https://t.co/TGoHTz5bdp",2020-05-09 16:36:13,140,809,9,False,2020-07-28,China reports record cases in three months; Latin America is the hardest hit region by the pandemic https://t.co/zMTahIQnZT #COVID19,['COVID19'],Twitter Web App,False,china reports record cases three months latin america hardest hit region pandemic,NEGATIVE,173,true information
RM Warner Law,"Scottsdale, AZ",Restoring YOUR Reputation is OUR Reputation #InternetLaw #AmazonLawyer #Ecommerce #AdLaw #CorporateLaw #Defamation #LawTwitter #InfluencerLawyer,2019-03-14 23:28:54,177,750,832,False,2020-08-09,Social Distancing from Sedona.... Has anyone else been able to travel (safely) during this pandemic? Where'd you go… https://t.co/4WbQWmxpIn,,Sprout Social,False,social distancing sedona anyone else able travel safely pandemic go,NEGATIVE,2,unverified claim
JAMAL TOO FUNNY,"Mississippi, USA",Keeping the world laughing  makes me happy noone deserves to cry they deserve to smile 2020 my year,2020-06-22 13:00:56,407,721,1069,False,2020-08-09,WHEN YOUR HAIR SOCIAL DISTANCING 😂😂😂 #COVID19 #coronavirus #SocialDistancing https://t.co/tF6JZXyn5W,"['COVID19', 'coronavirus', 'SocialDistancing']",Twitter for Android,False,hair social distancing,NEGATIVE,27,unverified claim
Bhaktin-Leslie,,"Just be yourself.
vote blue
Lakers, Orioles and 49ers.",2016-10-01 15:55:36,5,85,135,False,2020-08-08,These are same people Trump hates. Just being used. #msnbc #COVID19 #MorningJoe https://t.co/JIojqibjz1,"['msnbc', 'COVID19', 'MorningJoe']",Twitter for Android,False,people trump hates used,NEGATIVE,39,unverified claim
Rich Tehrani,"Trumbull, CT",CEO TMC: #Futurist #Influencer #Keynote #Speaker #Cloud #IoT #Blockchain #Cybersecurity #VoIP #CRM #UCaaS #BigData #Analytics #AI #MachineLearning #SDWAN #IIoT,2007-04-30 14:30:41,25454,24991,28982,False,2020-07-31,"‘A Big Correction’: Pandemic Brings Change to ‘Bloated’ Ad Industry https://t.co/dBZfbmxWXu

#pandemictech… https://t.co/znhcnC1XcQ",['pandemictech'],Buffer,False,big correction pandemic brings change bloated ad industry,NEGATIVE,2,true information
CitiZen 🙏🦋🐶🐱,USA 🇺🇸,"Retired teacher of students w/special needs. #Resist #BlueWave #VoteBlueToSaveAmerica. Loves dogs, kitties, horses.",2018-02-28 20:14:16,315,552,11121,False,2020-08-18,@ThePubliusUSA @christoq Can we charge #TraitorTrump and #JaredKushner with #CrimesAgainstHumanity? for knowingly a… https://t.co/Hj1GB6qizK,"['TraitorTrump', 'JaredKushner', 'CrimesAgainstHumanity']",Twitter for iPhone,False,charge knowingly,POSITIVE,239,unverified claim
VT-VLO🇮🇳🏳️‍🌈✈️,"New Delhi, India ",Aviation Analyst | Author of 'Welcome Onboard' published by @OmBooksDelhi | Head of Operations @SarinAndCo | #AvGeek | My opinions are my own |,2015-01-23 12:30:26,3671,500,12037,False,2020-07-28,".@airvistara's #A321neo has seat back entertainment.
Due to #COVID19, Government of India has suspended the use of… https://t.co/LkLPB3ZakV","['A321neo', 'COVID19']",Twitter for Android,False,seat back entertainment due government india suspended use,NEGATIVE,9,unverified claim
Allen,United States,"#Sports #Stocks #Sex ??? let’s talk. Gambling on stocks, sports and sex. life’s a gamble. Choose love not hate. blocked by Timothy Sykes !",2019-01-25 23:00:42,119,1593,5552,False,2020-08-30,@PeteFiutak And possible snowflakes #COVID19,['COVID19'],Twitter for iPhone,False,possible snowflakes,POSITIVE,207,unverified claim
SouthernBelleTrish🌷🐾,,#Christian🙏  #TruthSeeker  #Freedom  #ProLife #ProudMom #RescueDogLover #RetiredLibrarian,2016-10-10 03:44:03,4680,4704,7518,False,2020-08-29,This article was from 2019. Why is the world now supporting this massive psychological torture of our children and… https://t.co/IF3t7CZMaU,,Twitter Web App,False,article 2019 world supporting massive psychological torture children,NEGATIVE,0,unverified claim
Fabrizio Bustamante,,"Vision of the Future! Entrepreneur.

#Futureofwork #Blockchain #Al #Crypto #Marketing #Industry40 #Bigdata #Fintech #Cloud #Innovation #ML #AR #iot #5G",2011-06-29 15:55:36,26775,7787,149787,False,2020-08-14,"#SouthKorea has installed anti-virus bus shelters with temperature sensors.
By @Digitaltrends
#COVID19 #IoT #Tech… https://t.co/5wxelLNlgr","['SouthKorea', 'COVID19', 'IoT', 'Tech']",Twitter for Android,False,installed anti virus bus shelters temperature sensors,NEGATIVE,161,true information
Dave Whiteman 𐀏,Londonistan,"#WhiteLivesMatter
#ItsOkToBeWhite
#SmashBLM",2020-06-13 13:36:12,331,1090,2692,False,2020-07-31,"Mosques and sneezes spread diseases
#COVID19 
#lockdownextension 
#EidMubarak 
#EidAlAdha https://t.co/G32vjk9eKD","['COVID19', 'lockdownextension', 'EidMubarak', 'EidAlAdha']",Twitter Web App,False,mosques sneezes spread diseases,NEGATIVE,204,true information
Apua Venezuelaan,"Helsinki, Finland","Dedicated to raise awareness about Venezuela’s humanitarian emergency, defend human rights and support all causes working in pro of Venezuelans in need 🇻🇪🇫🇮",2017-05-09 16:37:26,95,405,64,False,2020-08-12,"World's 1st Coronavirus Vaccine Gets Approved.
.
#venezuela #coronavirusenvenezuela #covid19 #putín #rusia
.
https://t.co/EJtjLJEPiI","['venezuela', 'coronavirusenvenezuela', 'covid19', 'putín', 'rusia']",Tweetbot for iΟS,False,world 1st coronavirus vaccine gets approved,POSITIVE,3,true information
Borderless Media,"Kampala, Uganda",Know The World | Email: borderlessmediaug@gmail.com,2020-04-09 20:59:32,77,279,76,False,2020-08-09,"Temporary Basic Income to protect the world's poorest people could slow the surge in #COVID19 cases, says @UNDP… https://t.co/mU6a3ewBhA",['COVID19'],Twitter Web App,False,temporary basic income protect world poorest people could slow surge cases says,NEGATIVE,104,true information
Khaled 🇺🇸,"San Diego, CA",Set to create joyful experiences 🎡,2009-09-16 11:52:07,2663,1713,16690,False,2020-08-17,"Rocking @WearAtoms mask ✌️🏽

#COVID19 #WearAMask https://t.co/Pff6bVGtQ1","['COVID19', 'WearAMask']",Twitter for iPhone,False,rocking mask,NEGATIVE,145,unverified claim
Realtalk247,,"A lady with moxie prepared to; inspire others, encourage everyone to be your best, while sharing my 2 cents about current situations. Love ya.",2015-08-29 18:04:49,1245,1402,92686,False,2020-07-27,"#COVID19 #Food 
Purchased fruit from the grocery store. 
Now I'm wondering if I should eat it. I'm overthinking thi… https://t.co/JkR4CpoFGw","['COVID19', 'Food']",Twitter Web App,False,purchased fruit grocery store wondering eat overthinking thi,NEGATIVE,71,unverified claim
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,475,1,0,False,2020-08-09,"1,893 new cases and 65 new deaths in Indonesia 

[10:07 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,1 893 new cases 65 deaths indonesia 10 07 gmt,NEGATIVE,320,true information
BCHLNetwork,"British Columbia, Canada","Media source of British Columbia Hockey League news, history, analysis, and more!

Co-Founder/Managing Editor: @brian_wiebe

Sister site of https://t.co/MdtFqPymJM",2019-06-26 01:50:03,1339,722,520,False,2020-07-26,"#BCHL commissioner Chris Hebb Q&amp;A: League announces December 1 start date for 2020-21

👤 | Brian Wiebe (… https://t.co/ECIu9bIgYn",['BCHL'],Hootsuite Inc.,False,commissioner chris hebb q amp league announces december 1 start date 2020 21 brian wiebe,POSITIVE,1,true information
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17341,3,2,True,2020-08-16,"🖋 Sign “Authorize COVID-19 Rapid Testing” and I’ll deliver a copy to your officials: https://t.co/FyKxuXN0Aw

📨 No.… https://t.co/XXKyGn2bcA",,Resistbot Open Letters,False,sign authorize covid 19 rapid testing deliver copy officials,NEGATIVE,65,true information
anne selley,cheltenham,,2010-06-15 11:33:32,406,342,42367,False,2020-08-09,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/MaeCJcuf1z",['COVID19'],Twitter for Android,False,help slow spread identify risk cases sooner self reporting symptoms daily even,NEGATIVE,36,true information
We the People for BETO 🛹 💙 #Biden2020 #WearAMask,Texas - 38 EC Votes,"Betocrat #Biden2020

📢 https://t.co/XPlmLdFhQp where @BetoORourke organizes volunteers to help our country address its most pressing needs! #BetoForever #FlipTXBlue",2018-09-28 17:12:20,12286,12146,144208,False,2020-07-27,@ThatElJefe @Katy_Patriot 💔🙏🕊️❤️ I am so sorry for the loss of your aunt by #COVID19. My thoughts go out to you and… https://t.co/MLB0m7nZK7,['COVID19'],Twitter for Android,False,sorry loss aunt thoughts go,NEGATIVE,88,unverified claim
Sarah Cheshire,"Tuscaloosa, AL",Nonfic Editor @BlackWarriorRev/ ‘18 AWP Kurt Brown Prize winner /UNRAVELINGS (Etchings Press ‘17)/ words in @scalawagmag @brevitymag @cnfonline @riverteeth etc,2014-02-09 02:44:07,740,2058,1275,False,2020-08-30,A new game I like to play called “actual HIPAA violation” or “weaponized distortion of legalese as a mechanism of i… https://t.co/F7T4wa83FC,,Twitter Web App,False,new game like play called actual hipaa violation weaponized distortion legalese mechanism,NEGATIVE,286,misinformation
slave of Bharat mata 🙇🙇🚩✊,India,"to be a good leader Nationalist🚩🚩
slave of Bharat mata 🙇🙇",2020-04-03 04:36:45,912,576,2778,False,2020-08-30,"Muharram in Hyderabad
Form where they got permission
Is it SECULARISM??
TRS razakar party
#COVID19 @KTRTRS… https://t.co/VSHeZ6oHWw",['COVID19'],Twitter for Android,False,muharram hyderabad form got permission secularism trs razakar party,NEGATIVE,9,true information
Pauline Hull,"Calgary, Alberta","Journalist & author redressing balance in #caesarean research, communication & maternity care. Editor https://t.co/Caj116PTVO & https://t.co/4vytBonjd9 @UCalgary",2008-10-13 11:27:31,1525,3416,4917,False,2020-07-26,"Hoping coroner asks @CwmTafMorgannwg POWH if prophylactic #caesarean birth was also offered:

- 44 year-old first-t… https://t.co/ZFtyYdSAgh",['caesarean'],Twitter Web App,False,hoping coroner asks powh prophylactic birth also offered 44 year old first,NEGATIVE,91,unverified claim
"NolwaBoard, School Management System by Nolwa Pvt","KuniyilKavuRoad,Calicut,Kerala","We provide customized software for all the functional sector.
NolwaBoard is the best school management software available in desktop and mobile applications",2016-06-10 00:16:59,9,53,2,False,2020-08-04,"Now the teaching and learning is easy, with the help of LMS during #Covid19. #LMS in our #SchoolManagementSoftware… https://t.co/I9lnb52zgp","['Covid19', 'LMS', 'SchoolManagementSoftware']",Nolwa-Digital,False,teaching learning easy help lms,POSITIVE,79,true information
NFTV,Odisha(India),Official tweeter handle of digital web channel NFTV .,2014-02-05 07:00:08,481,2308,13112,False,2020-08-04,"#Jharasuguda district reports 3 new #COVID19 positive cases, tally reaches 333
#coronavirus
#India #Odisha 
https://t.co/mJniCnnMm9","['Jharasuguda', 'COVID19', 'coronavirus', 'India', 'Odisha']",Twitter for Android,False,district reports 3 new positive cases tally reaches 333,POSITIVE,4,true information
🤯Mondo Politico🤐,"Santa Clarita, CA",Retired English Instructor who actually taught his classes and corrected essays. I am presently part of #TheResistance. Vote out GOP. No DMs please.,2018-02-08 16:06:07,4459,4982,25510,False,2020-08-02,Flatten the curve of #COVID19. #StopTheSpread https://t.co/1Gm3X7teUc,"['COVID19', 'StopTheSpread']",Twitter for Android,False,flatten curve,NEGATIVE,129,true information
Univ. of Houston Texas Gulf Coast SBDC Network,"Houston, TX","With 14 locations, we are Texas’s top business assistance program, providing free business advising & training to help #smallbusinesses start, grow and succeed.",2017-02-15 00:56:26,445,240,1292,False,2020-08-06,Your local SBDC center is here to help you through this ongoing pandemic! The SBDC business advisors are helping sm… https://t.co/Nl1ot2kheb,,Hootsuite Inc.,False,local sbdc center help ongoing pandemic business advisors helping sm,POSITIVE,2,true information
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",2008-12-23 07:55:39,1219771,2071,19642,True,2020-08-16,"#Vizag
Need #Blood Type :  B-positive
At : KIMS ICON 
Blood Component : Need Plasma from B+ve #COVID19 recovered pa… https://t.co/bXbQIVEmf6","['Vizag', 'Blood', 'COVID19']",Blood Donors India,False,need type b positive kims icon blood component plasma recovered pa,NEGATIVE,48,true information
ARY News,"Karachi,Pakistan",ARY News is a Pakistani news channel committed to bring you up-to-the minute news & featured stories from around Pakistan & all over the world.,2013-05-15 15:35:44,2715408,37,4450,True,2020-07-27,"Moderna gets further $472 million award for #COVID19 vaccine

#ARYNews

https://t.co/XY5o9cDokk","['COVID19', 'ARYNews']",TweetDeck,False,moderna gets 472 million award vaccine,POSITIVE,3,true information
Lake Region Economic Bloc,"Kisumu, Kenya",14Counties around Lake Victoria and its environs with an objective of leveraging economies of scale in the region promoting cross county trade.,2018-01-03 11:08:40,1892,749,20,False,2020-08-22,#MadamBoss Reporting for duty! Esther Akoth has received a donation of 5000 masks on behalf of @LREB14 on behalf of… https://t.co/F8BpXUQOaH,['MadamBoss'],Twitter for Android,False,reporting duty esther akoth received donation 5000 masks behalf,NEGATIVE,95,true information
Sandeep Sapre,"Navi Mumbai, India",India first. Atheist. Anti Pakistan. A number cruncher .youtuber on math  https://t.co/yvapPVGRNI,2012-12-04 13:12:27,284,254,14679,False,2020-07-28,"When is vaccine expected?
#COVID19 #COVID19India #CovidVaccineRace 
https://t.co/mAGa4Ourc1","['COVID19', 'COVID19India', 'CovidVaccineRace']",Twitter Web App,False,vaccine expected,NEGATIVE,3,true information
PAXnews,Canada,"Canada's best source for bilingual #travel trade news. Delivered daily, nationwide to 40,000+ travel professionals. IG: 📸https://t.co/7ttlKMFH2Z",2010-07-27 18:42:35,2914,892,595,False,2020-08-18,"#Sunwing's Andrew Dawson: restart will be pushed back, #COVID19 insurance is coming. READ MORE:… https://t.co/z4lJjsUoie","['Sunwing', 'COVID19']",Twitter Web App,False,andrew dawson restart pushed back insurance coming read,NEGATIVE,262,unverified claim
Day-glo Lincoln,,Protection From False Realities | Honorary Globalist Ass-Kisser | Will never claim to be WOKE but every day I get to open my eyes a little more,2014-11-02 23:31:01,136,197,11568,False,2020-08-17,Taking bets: what’s going to kill more children this coming year? School shootings or #COVID19? #ThisIsAmerica,"['COVID19', 'ThisIsAmerica']",Twitter for iPhone,False,taking bets going kill children coming year school shootings,NEGATIVE,0,unverified claim
UNV Arab States,Amman,The United Nations Volunteers (UNV) programme contributes to peace and development through volunteerism worldwide,2018-07-18 10:07:45,908,395,338,False,2020-08-12,"This #YouthDay 3.2 million students in 🇯🇴, including a large number of refugees, are under impact of #COVID19.
UN V… https://t.co/A1222VqBRB","['YouthDay', 'COVID19']",Twitter Web App,False,3 2 million students including large number refugees impact un v,POSITIVE,350,unverified claim
Wallace,,Holocaust Instructor at Sandy Hook Elementary. it IS the Jews.,2019-01-15 05:50:26,95,151,1369,False,2020-08-29,"I know the Jews &amp; #Unitednations worked for years perping up their ""transmissible #virus"" illusion for their… https://t.co/FUYfKHqb6A","['Unitednations', 'virus']",Twitter for Android,False,know jews amp worked years perping transmissible illusion,NEGATIVE,1,misinformation
Covid-19 Bot,,Tweeting stats about Covid-19. A @joe_scotto product.,2020-03-11 20:27:58,37,1,2,False,2020-08-08,"Cases: 19,412,292 (+5,527) 
Deaths: 722,066 (+141) 
Recovered: 11,773,112 (+3,163) 
Active Cases: 7,639,180 (39.35%… https://t.co/bHUXDGIKnL",,Covid-19 Bot,False,cases 19 412 292 5 527 deaths 722 066 141 recovered 11 773 112 3 163 active 7 639 180 39 35,NEGATIVE,258,true information
SovereignTrustNG,"Lagos,Nigeria",We operate as a Non-Life Insurance company and we have a wide range of Insurance products and services that are tailored to meet the needs of our Clients.,2014-02-06 08:40:21,5696,216,2919,False,2020-07-31,"Place your valuable possessions under a cover, secure a backup!

Call us on: 07000784752  or 07000STIPLC. 

2/2… https://t.co/PgY4Tx9GC6",,Twitter Web App,False,place valuable possessions cover secure backup call us 07000784752 07000stiplc 2,NEGATIVE,97,unverified claim
Madhura Audio,Hyderabad,Second largest music label in Telugu film industry!,2012-06-08 05:06:35,6023,291,740,False,2020-08-30,Here's Another Song On #COVID19 #RabadinaMaranalluEnno Video Song Will Be Out On @MadhuraAudio At 4 PM… https://t.co/IexDLdbv5n,"['COVID19', 'RabadinaMaranalluEnno']",Twitter for Android,False,another song video 4 pm,NEGATIVE,12,unverified claim
India Blooms,India,A news and reference portal on India and a 24X7 news service,2009-10-10 11:19:34,15426,2446,17,False,2020-08-04,Nepal govt's decision to recommend Sushil Bhatt as CEO of Office of the Investment Board triggers row… https://t.co/EIEtJ7FzO9,,Twitter Web App,False,nepal govt decision recommend sushil bhatt ceo office investment board triggers row,NEGATIVE,9,unverified claim
Pulsus Conferences,"London, UK",,2016-11-19 11:03:05,830,1146,17,False,2020-08-04,"International Conference on Cosmetic Surgery
August 26-27, 2020 | webinar

Visit: https://t.co/jU3FTbyAPW… https://t.co/zDX27ZtK4G",,Hootsuite Inc.,False,international conference cosmetic surgery august 26 27 2020 webinar visit,POSITIVE,72,unverified claim
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17161,3,2,True,2020-07-25,"🖋 Sign “Protect ALL people from COVID-19” and I’ll deliver a copy to your officials: https://t.co/ZTiDy7koNk

📨 No.… https://t.co/5fUCDPLU2g",,Resistbot Open Letters,False,sign protect people covid 19 deliver copy officials,NEGATIVE,65,true information
"Bangladesh Jammat-e-Islami, Narayanganj City",Narayanganj,"আল্লাহর আইন চাই, সৎ লোকের শাসন চাই

(This is an official twitter account of Bangladesh Jammat-E-Islami , Narayanganj City)",2019-11-18 06:27:42,416,387,39,False,2020-07-25,"#BREAKING 

Today in #Bangladesh 2520
people have been infected and 38 people have been died in #COVID19. Total 2,2… https://t.co/OUBadVwBAT","['BREAKING', 'Bangladesh', 'COVID19']",Twitter for Android,False,today 2520 people infected 38 died total 2,NEGATIVE,29,true information
✨Alexandra✨,Australia+ everywhere,"#manage a sma acc on #IG.
#TVCExtra. 
❤️#Henrycavill✨#afrolatinx
#fanof2many #celebrities
speaks #5langs
•All #comments & #opinionsexpressed are my #own.",2020-07-31 13:53:06,103,106,461,False,2020-08-22,"I seriously don't understand, the #covid19 situation is not over in #LosAngeles and you got #meganandHarry supporti… https://t.co/9C4wsnkq8T","['covid19', 'LosAngeles', 'meganandHarry']",Twitter for Android,False,seriously understand situation got supporti,POSITIVE,227,true information
PXL Realm,"Wales, United Kingdom",PXL Realm is a proven start-up company that has the aim of creating innovative next generation engineering software for visualisation and simulation.,2018-07-13 14:43:09,36,200,63,False,2020-08-12,End User Experience for Hybrid work place with training to thrive in the new economy. We have a platform for this T… https://t.co/hR8uEyzLFV,,Twitter Web App,False,end user experience hybrid work place training thrive new economy platform,POSITIVE,31,true information
Switzerland in South Africa,,🇨🇭🇿🇦 Welcome to the official Twitter page of the Embassy of Switzerland in South Africa and the Consulate General in Cape Town @Switzerland_SA,2019-04-26 12:57:17,653,612,325,False,2020-08-12,"Tomorrow, Thursday 13 August @3pm, we will celebrate #WomensMonth with a webminar on women’s leadership during… https://t.co/91g2PkWS1Q",['WomensMonth'],Twitter for iPhone,False,tomorrow thursday 13 august celebrate webminar women leadership,POSITIVE,115,true information
W. M.,Maine,"Politics, sports, food, social commentary. Fan of all New England pro teams.",2011-02-17 18:05:44,10484,10312,22286,False,2020-08-29,Is it possible that Florida Governor Ron DeSantis has done the worst job on #COVID19 of all American governors? Wor… https://t.co/keNm7jgi2N,['COVID19'],Twitter Web App,False,possible florida governor ron desantis done worst job american governors wor,NEGATIVE,14,unverified claim
Terry Jordon,"Flagstaff, Arizona",Kentucky Wildcat fan in Flagstaff. Work: Biotech Patient Access Manager. Fun: mountain biking. Drink: Kentucky Bourbon Ed: Fort Lewis College & ASU  #BBN,2009-04-06 02:56:20,3927,2908,182446,False,2020-07-25,A Texas hospital overwhelmed by coronavirus may send some patients home to die. #smalltown #COVID19  https://t.co/vNGxOWk8pn,"['smalltown', 'COVID19']",Twitter for iPhone,False,texas hospital overwhelmed coronavirus may send patients home die,NEGATIVE,5,true information
