user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
Santosh Biyani,"Mumbai, India","Investor- #शेयरबाजार
#ScamOfAllTime #IndianStockMarketScam20182019 #StockMarketDarkSecrets

Everything in life happens for a reason. 
Fortune favours the Bold.",2012-04-15 15:59:00,75,895,770,False,2020-08-09,"Biggest money laundering out of India – Probe #ColocationScam:  
https://t.co/NaVENEJ7Tp
Unearth Money laundering o… https://t.co/FxwDTiXPYE",['ColocationScam'],Twitter Web App,False,true information,biggest money laundering india probe unearth
🌊Mr Bungle's Spleen🌊 (Venting Since 1977) 😈,"The 8th Dimension, UK","Writer (unpublished), comic (unseen), musician (unsigned) and professional (amateur)

Friend to All (Except Dickheads)

#BLM #Biden2020 #Resistance #FBR",2010-04-14 16:24:38,2034,2983,17667,False,2020-07-31,@EricTrump Great numbers!! #COVID19 💀💀💀 https://t.co/tYXsgfD0rf,['COVID19'],Twitter Web App,False,true information,great numbers
S,England,Some workers wearing  masks for 5+ shifts pw are going sick/admitted to hospital with PLEURISY due to air expelled unable to escape so absorbed back NICE?,2016-10-04 06:02:54,177,1538,864,False,2020-07-26,"So W/e 10/07 in UK #COVID19 kills 366 + Flu, Pneumonia, Cancer &amp; Heart Disease kills 7288 Which do you think… https://t.co/Y0rhVgvj8h",['COVID19'],Twitter Web App,False,true information,w e 10 07 uk kills 366 flu pneumonia cancer amp heart disease 7288 think
Madhav V.,"Vishakhapatnam, India","Just another tech enthusiast.
No fake drama.",2017-01-08 19:20:02,41,344,2619,False,2020-07-28,"@GummallaSrijana  Hello madam, no PCR or rapid tests being conducted in private hospitals in  #Visakhapatnam #Vizag… https://t.co/HcZIMiCNdb","['Visakhapatnam', 'Vizag']",Twitter for Android,False,true information,hello madam pcr rapid tests conducted private hospitals
Michael Field,"Auckland, New Zealand",Journalist & writer on South Pacific. Coming - Invincible strangers: Biography of 20th Century Samoa,2015-04-20 08:00:42,4424,1213,3811,False,2020-08-04,"Pacific colonies With #COVID19 
* FRANCE -
  F'Polynesia
  Wallis et Futuna
  N'Caledonia
* INDONESIA
 West Papua
*… https://t.co/yMa23zzFdi",['COVID19'],TweetDeck,False,true information,pacific colonies france f polynesia wallis et futuna n caledonia indonesia west papua
🇺🇸Natalia🇺🇸,"Los Angeles, CA",CA Lady 🇺🇸#MAGA2020 🇺🇸 Let's Stand Strong Together 🇺🇸Your Vote Matters 2020 - @DonaldTrump🇺🇸Pray for America🇺🇸I Follow My Followers🇺🇸,2020-02-08 03:31:02,358,783,6421,False,2020-08-14,"@mtgreenee @TCCpodcast_ he's not to worried about #COVID19 otherwise he would put an end to the rioters and protestors

hogwash de blasio.",['COVID19'],Twitter Web App,False,misinformation,worried otherwise would put end rioters protestors hogwash de blasio
COVID-19 Factoid Bot 🤖,,"Perspective provided for regular updates on #COVIDー19. New factoid every 3 hours.

COVID-19 statistics from @JHUSystems
#bot #coronavirus #covid_19",2020-04-12 21:16:29,4,0,1,False,2020-08-02,"Globally 🌐,
10,603,189 people have recovered from #COVIDー19,
⟶they would fill 52,491 New York subway cars (standing… https://t.co/vtUSs1ficU",['COVIDー19'],COVID19FactoidBot,False,true information,globally 10 603 189 people recovered would fill 52 491 new york subway cars standing
Ian Carter,"Launceston, Tasmania","Guess the age? I love my 2 cats! Why, when, and who. How and what. Answer now or maybe not...:) Quizzicality, the newest name for our reality.",2010-01-26 11:14:29,3321,4082,11515,False,2020-07-25,"sick idea @thepmo &amp; @Dom_Perrottet, of 'living with #Covid19' one bit or at all.

'What about, if it gets worse, a… https://t.co/n2edrBwHA9",['Covid19'],Twitter Web App,False,misinformation,sick idea amp living one bit gets worse
Remedazo,"New Delhi, India","A medical tourism company that combines compassion, the finest quality of care, and complete security.",2018-10-10 13:35:21,1380,124,158,False,2020-07-28,"To book Antibody Test for you or your loved ones use the details provided in below creative.(4/4)

#COVIDー19… https://t.co/9ymlKMKBWy",['COVIDー19'],Twitter Web App,False,unverified claim,book antibody test loved ones use details provided creative 4
KHAL 9ICE,"ENUGU,NIGERIA",One word #9ICE#,2015-01-24 16:19:47,705,0,152,False,2020-07-28,"648 new cases of #COVID19 reported in Nigeria
https://t.co/3QKZfr4vlW",['COVID19'],Mobile Web (M2),False,true information,648 new cases reported nigeria
Ms. Net,,"We must dump Trump, need BlueWave voters!! Trump so scared of my tweets he blocked me, despite law saying his twitter used officially so he can’t block!",2009-02-22 02:49:30,3850,3886,79154,False,2020-08-02,@RabbiJill @sherrilee7 @USPS Meet the nightmare installed as @POTUS that explains why America is being destroyed &amp;… https://t.co/B0ADxZLBJv,,Twitter for iPhone,False,unverified claim,meet nightmare installed explains america destroyed amp
C4 Atlanta,Atlanta,C4 Atlanta offers career development services for working artists in Atlanta. We also advocate for art workers. Everyday.,2010-04-28 20:30:29,2559,1634,1299,False,2020-07-30,Psst. Do us a whopping favor? - https://t.co/qlSMSTF9r4 We need to hear from you so we can find ways to help during… https://t.co/VuIlTszREj,,Mailchimp,False,unverified claim,psst us whopping favor need hear find ways help
Brian E. Logan,"New York, NY","Episcopalian, Partner, Attorney, Scientist, Teacher, #resister. Block trolls, bigots, bots. RT ≠ endorsement. He/him/his USA!#BlackLivesMatter Tweets are my own",2012-12-18 20:09:13,3382,5002,622033,False,2020-08-22,"@BMLewis2 Trump = Death. That’s what Trump’s accomplished: 175,000 dead Americans from #COVID19. Tens of thousands… https://t.co/WuJ1hNLkqI",['COVID19'],Twitter for iPhone,False,true information,trump death accomplished 175 000 dead americans tens thousands
Mollythecat,,"Observer of life and humans,",2020-07-28 19:01:37,4,20,7,False,2020-08-22,"Happy #Caturday , I've run off to seek #peace and #solace as #covid19 cases rising in my area 🙀and I've been subjec… https://t.co/5HZ8BpmG1d","['Caturday', 'peace', 'solace', 'covid19']",Twitter Web App,False,true information,happy run seek cases rising area subjec
Udayavani,Manipal,Udayavani is a hyper-local news and infotainment platform capturing the pulse of Coastal Karnataka In English and Kannada,2011-05-04 12:50:52,62024,117,4368,False,2020-08-11,"How safe it is to board public transport amid #COVID19 ?

https://t.co/dTudBVhqHO",['COVID19'],TweetDeck,False,true information,safe board public transport amid
Journalist Siraj Noorani,mumbai,Journalist @hathodapost & @4tvhyd Secretary At @sarvajanikseva #ngo #foodblogger Check Out My Page on https://t.co/iWxTerLbuo,2010-08-22 10:03:30,636,2682,3387,False,2020-08-09,"1,734 new #COVID19 positive cases reported in #Odisha, taking the total number of cases to 45,927 including 15,365… https://t.co/NmKnU8JYCT","['COVID19', 'Odisha']",Twitter for Android,False,true information,1 734 new positive cases reported taking total number 45 927 including 15 365
StoryTagger,"Brighton, England","The video learning platform that amplifies the human story
Designed by @LearnerLab.",2017-12-13 10:36:26,303,406,869,False,2020-08-11,What happens when everything you think you know about a life-changing event changes?  @carlhodler chats with… https://t.co/1bELQ2tOXP,,HubSpot,False,true information,happens everything think know life changing event changes chats
New Delhi Times,"New Delhi, India","New Delhi Times, the most authentic source of news from India since 1991.",2013-02-26 09:00:36,188423,195,10,True,2020-08-17,"National Geospatial Intelligence Agency solicits proposals to counter future pandemics
By @_Himansh_
#USA… https://t.co/d5wFvIzTbb",['USA'],WordPress.com,False,true information,national geospatial intelligence agency solicits proposals counter future pandemics
Doug Dirks,Calgary,"CBC Calgary afternoon radio host @cbchomestretch, CBC sports commentator, golf nut, McGill, MRU, Humber alum, BargainMan, Funny Ha-Ha, or Funny peculiar?",2011-05-27 21:45:16,7685,4002,11657,True,2020-08-06,"What you need to know about COVID-19 in Alberta on Thursday, August 6 | CBC News https://t.co/dz9ARMP2SX We're carr… https://t.co/p1dMSXwoy7",,Twitter Web App,False,true information,need know covid 19 alberta thursday august 6 cbc news carr
Rose Shillito,,I’ll be using my common sense: not going to the pub OR driving to Barnard Castle. Herd immunity is still in play. Look after our loved ones & the NHS. #StaySafe,2009-04-03 10:53:17,7953,3845,40672,False,2020-07-26,So now ppl returning from holiday in Spain have to quarantine for 14 days. Why aren’t they tested on arrival at the… https://t.co/OUmFqMWvQR,,Twitter for iPhone,False,true information,ppl returning holiday spain quarantine 14 days tested arrival
Nalini Kaushal,India,Founder - SetuWorks | CSR & Convergence Specialist | LEAD Associate |Six Sigma Black Belt Practioner| Medicine Free Life Advocate | Musafir | Life long Learner,2011-09-21 13:41:36,118,401,625,False,2020-08-17,Today #WallofGratitude thanks #leaders like  @ManishaMishr &amp; teams in #DigitalHealthcare industry for ensuring whee… https://t.co/dTmFqcYlJS,"['WallofGratitude', 'leaders', 'DigitalHealthcare']",Twitter Web App,False,true information,today thanks like amp teams industry ensuring whee
Jeremiah O. Agenyi,Abuja 🇳🇬,"Public Relations, Public Health, Development Communications.
Associate Fellow @NLIglobal1. 
Alumni @AtlasCorps. 
Tweets: Personal Views, Interests & Peeves.",2009-09-10 07:46:41,7414,4653,6890,False,2020-07-25,"""𝑾𝒆’𝒓𝒆 𝒂𝒔𝒌𝒊𝒏𝒈 𝒆𝒗𝒆𝒓𝒚𝒐𝒏𝒆 𝒕𝒐 𝒕𝒓𝒆𝒂𝒕 𝒕𝒉𝒆 𝒅𝒆𝒄𝒊𝒔𝒊𝒐𝒏𝒔 𝒂𝒃𝒐𝒖𝒕 𝒘𝒉𝒆𝒓𝒆 𝒕𝒉𝒆𝒚 𝒈𝒐, 𝒘𝒉𝒂𝒕 𝒕𝒉𝒆𝒚 𝒅𝒐, 𝒘𝒉𝒐 𝒕𝒉𝒆𝒚 𝒎𝒆𝒆𝒕, 𝒂𝒔 𝒍𝒊𝒇𝒆-𝒂𝒏𝒅-𝒅𝒆𝒂𝒕𝒉 𝒅… https://t.co/qIfqpzOywu",,Twitter for Android,False,LABEL_UNKNOWN,
TekFiz,World wide,"TekFiz covers the latest news on science, technology, gaming, and digital culture, addressing the largest context from a global perspective.",2010-03-24 12:14:11,1083,1016,36,False,2020-08-18,#WHO warns that young people are spreading #COVID19 https://t.co/XgeQpUsLBm via @tek_fiz,"['WHO', 'COVID19']",Twitter Web App,False,unverified claim,warns young people spreading via
Steven Bucky Butler,,"Hello, I'm a struggling writer and comedian. Feel free to learn more by following me!",2018-02-10 02:27:09,334,1519,3777,False,2020-08-16,"Is the movie theater industry going to die in my lifetime? As much as I would love to go to the movies, like many t… https://t.co/DTTUmLGHxC",,Twitter for iPhone,False,true information,movie theater industry going die lifetime much would love go movies like many
Howard Roark,US,"anti-Totalitarian- in all forms. Conservative personally, libertarian socially. If you ask me to pay for it then you need my approval. #NeverTrump",2011-03-26 14:07:15,2094,714,57080,False,2020-08-02,Birx says counties with a positivity rate of more than 5% should only have remote learning. #COVID19 https://t.co/dL9YtQmCZv,['COVID19'],Twitter for iPad,False,true information,birx says counties positivity rate 5 remote learning
Yonas Sbhat K.,Ethiopia,"A Proud Ethiopian Father 🇪🇹|Husband|Brother|Human|Logical but can't tolerate illogical, selfish and racist act of people at all..!",2012-05-28 17:56:40,350,1777,6381,False,2020-08-06,"And this...?!

They will probably end up in one of the #COVID19 quarantine centers as #COVID19 is used for illegal… https://t.co/6czIweUU4y","['COVID19', 'COVID19']",Twitter for Android,False,unverified claim,probably end one quarantine centers used illegal
$₱ƗԞɆ,,"F1 Petrolhead. Schumi, Hamilton, Rossi. Movie critic. I say the things you think, but are too chicken to speak out. Don't ask more, I bite! 🍀",2011-12-15 21:32:50,680,3170,154154,False,2020-08-30,@ahmermkhan Why don't they obey restrictions placed due to #COVID19? Why only Muslims want to disobey the rules followed by everyone else?,['COVID19'],Twitter for Android,False,unverified claim,obey restrictions placed due muslims want disobey rules followed everyone else
B.Nijat,,Translator at https://t.co/MEEnnLEoyx,2019-02-06 06:11:18,197,188,16057,False,2020-08-18,#COVID19 cases surpass 22 million globally https://t.co/xXunjWsEZg,['COVID19'],Twitter Web App,False,true information,cases surpass 22 million globally
Stephen Hume,"Yorkshire Dales, UK",Director @wensleydaleyarn. Former Technical Director of rural community Wireless ISP & Program/Project Manager. Geordie. Techie. Love travel.,2009-06-08 13:16:04,605,636,202,False,2020-08-22,"Contact tracing: England's new NHS Test and Trace app finally sees the light of day - 
The new NHS contact-tracing… https://t.co/A1XZhq38VG",,Twitter Web App,False,true information,contact tracing england new nhs test trace app finally sees light day
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,488,1,0,False,2020-08-13,"1 new death in China, Hong Kong SAR 

[9:24 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,unverified claim,1 new death china hong kong sar 9 24 gmt
Thebengalurulive,,"A web based news portal which intends to provide tiny information related to Bengaluru..we are online since February 27, 2020

Write: thebengalurulive@gmail.com",2020-02-27 06:40:49,63,65,146,False,2020-07-25,"Villagers to boycott 'delayed result' Covid tests

https://t.co/vgSdzUyeSA

#CHIKKAMAGALUR #Covid #test #Kalasa… https://t.co/0ZcJS1Z39I","['CHIKKAMAGALUR', 'Covid', 'test', 'Kalasa']",Twitter for Android,False,unverified claim,villagers boycott delayed result covid tests
Sasha,DFWAI,"'The hottest places in hell are reserved for those who, in times of great moral crisis, maintain their neutrality' - attributed to Dante; A true #Gemini",2010-05-15 15:21:57,2632,2147,72903,False,2020-07-25,@CUBUNO1 @A2Murph @MsNicole124 @DavidNakamura So masks protect the person wearing them even if someone else isn’t w… https://t.co/BQcD3FxkKW,,Twitter for iPhone,False,true information,masks protect person wearing even someone else w
Tony Gatrell,Lancaster University,"Emeritus Professor of Geography and erstwhile Dean at Lancaster University. Amateur golfer, artist, school governor, charity volunteer.",2013-06-18 15:21:58,401,365,4366,False,2020-08-11,How many universities or other organisations had ‘pandemic’ on their (useful?) risk registers last year? #pandemic #COVID19 #riskmanagement,"['pandemic', 'COVID19', 'riskmanagement']",Twitter for iPhone,False,true information,many universities organisations pandemic useful risk registers last year
NBT WORLD News,"Bangkok, Thailand","National News Bureau of Thailand  
Public Relation Department of Thailand

English-language TV programs can now be watched on NBT World via c-band set top boxes",2019-05-23 06:54:35,1344,38,749,True,2020-08-12,The Office of the Basic Education Commission (Obec) has instructed all schools to resume classroom lessons on Thurs… https://t.co/g9SvA8x3xC,,Twitter for Android,False,true information,office basic education commission obec instructed schools resume classroom lessons thurs
M Velia Antonini,ICU Italy,"CCN, Perfusionist/Sonographer
SoMe editor @ELSOOrg @yourICM
@ECMOed #ECMO Education taskforce
@EuroELSO Steering C
SoMe team @ESICM @asaiojournal @Fluid_Academy",2011-02-09 09:40:21,6218,918,12794,False,2020-08-18,Keynote address by Prof Fraser @CCRG_Research @APELSOorg at #ELSO2020 virtual @ELSOOrg meeting: his network facilit… https://t.co/gPk9Q8Rfz7,['ELSO2020'],Twitter Web App,False,true information,keynote address prof fraser virtual meeting network facilit
Its still me...,United States,"1 issue voter. The rest falls into place.Criminals love #GunControl / A1A my fav road. #VCDL #GunOwners  bikinis yes,burkas NO. #GotAmmo",2017-12-15 21:17:02,605,509,42132,False,2020-08-30,"@SCMarshall130 @smellycarney This will be The USA if @JoeBiden happens to win. 
 #JoeBiden 
  #COVID19","['JoeBiden', 'COVID19']",Twitter for iPhone,False,true information,usa happens win
syawal™ シ,,"“Everything should be made as simple as possible, but no simpler.” - Albert Einstein.  
RT or Like ≠ endorsement.",2007-05-17 13:31:09,2734,4984,1593,False,2020-07-25,"Better to prepare for worst case scenario again. #covid19 

Ask @KKMPutrajaya, @JKMHQ and related agency for the 2n… https://t.co/h5x8nIsWpK",['covid19'],Twitter for Android,False,unverified claim,better prepare worst case scenario ask related agency 2n
ATF Vile Parle,"Mumbai, India",Our goal is to get folks to a healthier place!,2016-09-14 10:24:50,48,60,10,False,2020-08-22,#happyganeshchaturthi #anytimefitness #anytimefitnessvileparle #anytimefitnessindia #gettoahealthierplace… https://t.co/xMfIih2Aif,"['happyganeshchaturthi', 'anytimefitness', 'anytimefitnessvileparle', 'anytimefitnessindia', 'gettoahealthierplace']",Instagram,False,LABEL_UNKNOWN,
Dr HerbSistah@🏡😷,"Ellenwood, GA -East of ATL","Creator of WombLoveOlogy, Naturopath, Master Herbalist & Formulator, Momma, Writer, Fire-Eater, ☺ #wombloveology  Creator",2009-01-29 00:20:22,4055,4997,371425,False,2020-08-13,#Chinese officials say #chicken wings imported from #Brazil tested positive for #Covid19 https://t.co/CkYqxsNMcb via @Yahoo,"['Chinese', 'chicken', 'Brazil', 'Covid19']",Twitter for Android,False,true information,officials say wings imported tested positive via
Covid-19 Bot,,Tweeting stats about Covid-19. A @joe_scotto product.,2020-03-11 20:27:58,38,1,2,False,2020-08-17,"Cases: 21,674,130 (+1,701) 
Deaths: 775,275 (+29) 
Recovered: 13,678,618 (+1,749) 
Active Cases: 7,995,512 (36.89%)… https://t.co/J62k917Db6",,Covid-19 Bot,False,true information,cases 21 674 130 1 701 deaths 775 275 29 recovered 13 678 618 749 active 7 995 512 36 89
Strayt,"Sydney, New South Wales","Straight shooter. I don't hold back. Ban veggie burgers, turkey bacon, baby naming ceremonies & gay weddings - poor substitutes for the real thing.",2017-09-06 06:08:10,18,5,737,False,2020-08-04,@maslowsflawed The same DUMBSHITS who voted him in. #COVID19 #CoronaVirusUpdates #coronavirus #melbournelockdown #melbournecurfew,"['COVID19', 'CoronaVirusUpdates', 'coronavirus', 'melbournelockdown', 'melbournecurfew']",Twitter for iPhone,False,misinformation,dumbshits voted
⚖️ is on the ballot 💛,United States,"Single mom in the best city-She-Blocker of bigots, bots and all things Trump-#ReproJustice #BlackLivesMatter #GunControlNow #ImmigrantRights #KHiveForJoe",2009-05-05 22:52:43,1319,1743,89422,False,2020-07-27,@choo_ek I hit up @Nakhasi_MD with this idea back in May but then found out they were already working on it in the… https://t.co/xpiEFyFCSs,,Twitter for iPhone,False,unverified claim,hit idea back may found already working
already an ancestor,Karankawa/Atakapa land ,She/her. SE Tejas Co-Director @texashousers. Tweets my own. Participating in multiple Twitterverses at once. At home in the world + Houston,2011-10-17 04:01:22,764,1115,2502,False,2020-07-30,#COVID19 dgaf about Houston's sprawl. https://t.co/w2du2aP74R,['COVID19'],Twitter Web App,False,unverified claim,dgaf houston sprawl
Jameson Voss MD MPH,"Washington, DC","Preventive Medicine physician in US Air Force; adjunct USU; #Covid19, precision medicine, obesity, biotech; all opinions my own",2012-03-16 03:15:06,5566,4943,2667,False,2020-08-30,More testing is not necessarily better testing and harms can cascade with contact tracing.  The problem with persis… https://t.co/mC8yaVbZEK,,Twitter Web App,False,unverified claim,testing necessarily better harms cascade contact tracing problem persis
ASEAN Strategic,,"Intelligence, marketing, social media and communications services for ASEAN connectivity & investment in South East Asia. [Ed: Geoffrey Gold]",2011-06-07 11:28:55,20032,4008,2281,False,2020-08-17,Malaysia's Foreign Minister @HishammuddinH2O urges #ASEAN members to procure the #COVID19 vaccine as a bloc to incr… https://t.co/Y83QeFsQdp,"['ASEAN', 'COVID19']",TweetDeck,False,true information,malaysia foreign minister urges members procure vaccine bloc incr
Sanjay Tirdiya,"Gujarat, Bharat","An #individual, never disconnected from others....


परं वैभवं नेतुमेतत् स्वराष्ट्रं ....",2010-08-10 06:49:11,221,1431,9444,False,2020-08-13,"#Covid19 #Covid_19
#coronavirus #CoronavirusIndia
#CoronavirusOutbreak

A good friend, scaling heights with sheer h… https://t.co/o6yCVPZKg1","['Covid19', 'Covid_19', 'coronavirus', 'CoronavirusIndia', 'CoronavirusOutbreak']",Twitter for Android,False,true information,good friend scaling heights sheer h
#CelebrateYourMilestones | Danny Heinsohn,"Reno, NV",20 years remission in 2020 | Keynote Speaker | Endurance Athlete | Entrepreneur | Explorer | Marketer | #SportsBiz |  Philanthropist | Founder @myhhinc,2010-06-06 12:38:54,1220,1587,2094,False,2020-08-10,Honored to be featured in this week's edition of @sbjsbd.  5 tips from lessons learned 20 years ago through brain c… https://t.co/IrWVQ1F6Xv,,Twitter for Android,False,true information,honored featured week edition 5 tips lessons learned 20 years ago brain c
MI6 Rogue △,🇬🇧,"An independent online source of news/communications covering:
• WANTED U.K.
• SECRET INTELLIGENCE SERVICE
• U.K. GOVT
• MILITARY
• POLICE
• GEOPOLITICS",2020-02-18 13:01:01,29921,2068,4800,False,2020-08-11,While each country needs to control its borders &amp; only allow the correct numbers of immigration it's infrastructure… https://t.co/3V4ooK2gIl,,Twitter for iPhone,False,true information,country needs control borders amp allow correct numbers immigration infrastructure
Adebola Adeyemi,,hard work,2019-08-08 04:52:49,58,53,1177,False,2020-07-27,@DSGovernment The positive news from last week is a boost that we are winning the war against #covid19. Our victory… https://t.co/huiu6XdYnb,['covid19'],Twitter for Android,False,true information,positive news last week boost winning war victory
"Sr DCM, Mumbai, CR",,,2016-09-19 10:29:23,2177,26,139,False,2020-07-25,00115/00116 CSMT-MAS BI-WEEKLY Special Parcel Train extended upto 31.12.2020. #COVID19 https://t.co/NDamz5ojAG,['COVID19'],Twitter for Android,False,true information,00115 00116 csmt mas bi weekly special parcel train extended upto 31 12 2020
Alexxis,Here there,Smile.🙂.,2011-03-23 04:41:24,10083,11082,73747,False,2020-08-14,@DrTedros @WHO @UNICEF Call on governments to shutdown schools during the #COVID19 pandemic!,['COVID19'],Twitter Web App,False,unverified claim,call governments shutdown schools pandemic
KJN,"Arizona, USA",Humbled by & loyal to my #BIDEN followers!! 💙 #FBR #TheResistance #NEVERaTRUMPER #Resister #TrumpLiesPeopleDie #VOTEBLUE #BIDEN2020 #FUCKCANCER. #LGBTQ🏳️‍🌈,2019-08-16 00:52:23,671,1428,12179,False,2020-08-01,Shut up and golf #TraitorTrump  your are not a leader @potus we have #Covid19 to deal with rhe #TrumpVirus all than… https://t.co/DXpLl0nxsh,"['TraitorTrump', 'Covid19', 'TrumpVirus']",Twitter for iPhone,False,unverified claim,shut golf leader deal rhe
@Hibob_hr,"New York, London, and Tel Aviv","#sayhitobob, the #peoplemanagement platform #HRIS that drives remote culture and engagement #hrtech #EmployeeEngagement",2015-11-02 10:57:03,1998,2298,3570,False,2020-08-17,"Many changes are happening right now, and employees all over the world want to know what will happen next. Here are… https://t.co/4yPLADR0Yq",,Oktopost,False,true information,many changes happening right employees world want know happen next
(((thetimewall.com)),"Dunedin, FL USA","If you have been wondering where this #Scamdemic is headed. 
World Economic Forum | THE GREAT RESET - 2021 with Prince Charles 
#filmyourhospital",2016-11-29 23:04:46,440,84,307,False,2020-07-31,"the enemies within 
The Rockefeller Foundations and Non-Profits, and ilk. 
Burn Witch Burn.. Burn Witch Burn. And S… https://t.co/s7l086QUL6",,Twitter Web App,False,unverified claim,enemies within rockefeller foundations non profits ilk burn witch
Maria Van Kerkhove,"Geneva, Switzerland","Infectious Disease Epidemiologist; COVID-19 Technical Lead @WHO, WHO Health Emergencies Programme. Mother of 2. Opinions are my own",2013-11-12 22:07:25,33958,500,3799,True,2020-07-25,"@WHO has outlined actions that have been successful in ⬇️ transmission &amp; saving lives

Let’s use the tools we have… https://t.co/PuqVd83oy0",,Twitter for iPhone,False,true information,outlined actions successful transmission amp saving lives let use tools
Malcolm Montgomery #WallOfVets,,#DEMS #TheResistance #VetsResistSquadron #VetsResistSupportSquadron #Democrats #JoeBiden #Biden #JoeBidenForPresident2020 #Biden2020 #TeamJoe #FBR #WallOfVets,2014-05-23 13:53:59,84042,72629,26915,False,2020-08-08,@PPersnickety @Joie_de_Vivre__ @msppalt @Angelux1111 @yokoboji @Claudiababyg @MsPP01 @jstmeinmo @VanessaBnBR… https://t.co/MOnR6bW0xd,,Twitter Web App,False,LABEL_UNKNOWN,
Cherry Health,"Grand Rapids, MI","Cherry Health is an independent, nonprofit FQHC located in Michigan, serving Barry, Eaton, Kent, Montcalm, Muskegon, Ottawa and Wayne counties.",2016-10-31 15:19:21,461,346,2312,False,2020-08-06,"Every 2 seconds, someone in the U.S. needs blood. The #COVID19 pandemic has impacted the nation’s blood supply beca… https://t.co/H7fr2V8S6p",['COVID19'],TweetDeck,False,true information,every 2 seconds someone u needs blood pandemic impacted nation supply beca
Hill's Handmades,,"maker of beautiful, hand-crocheted, cruelty-free accessories 
#Vegan #DogGuardian #Patriot #ResistTyranny #Vote 🇺🇸",2015-07-01 03:32:59,412,966,16208,False,2020-08-14,"170,415 dead Americans. This is what genocide looks like. Shitler @POTUS @realDonaldTrump is going NOTHING to tackl… https://t.co/w24XFYckSG",,Twitter for Android,False,unverified claim,170 415 dead americans genocide looks like shitler going nothing tackl
Mid Day,"Mumbai, India","Get all the Latest City & National News, Best Entertainment and Sports Stories on https://t.co/MNVrLYAQvZ #MaximumCityMaximumEntertainment",2009-04-16 03:48:36,667372,129,1273,True,2020-07-27,"How Nation-Wide Lockdown Forced 1.8 Million To Continue Pregnancy

Via. Prutha Bhosley 

#Coronavirus #CoronaUpdate… https://t.co/7k4FC77Vph","['Coronavirus', 'CoronaUpdate']",Hootsuite Inc.,False,true information,nation wide lockdown forced 1 8 million continue pregnancy via prutha bhosley
Political Refugee from the Global Village,,,2009-04-22 11:58:54,524,1955,13439,False,2020-08-17,Important facts about #COVID19 https://t.co/oyYnipxwC9 via @paulica44,['COVID19'],Twitter Web App,False,true information,important facts via
Rachel Powell,Llanbadarn Fynydd,"Powys County Councillor, Beguildy Ward. Portfolio holder for Young People, Culture and Leisure. Wife of a farmer, Mum of three boys. views are my own.",2017-06-26 22:09:20,465,312,4400,False,2020-07-25,A huge thank you to our officers who have ensured our 60 play areas across @PowysCC are safe to be enjoyed by child… https://t.co/yr99e8sSm6,,Twitter for iPhone,False,true information,huge thank officers ensured 60 play areas across safe enjoyed child
Camille Irens,"London, England",,2014-05-15 16:59:04,11,47,23,False,2020-08-13,"🌎 #EMarkets | Emerging Markets have been hit hard by the #Covid19 pandemic, but as we see all around the world, the… https://t.co/QMxShToJzc","['EMarkets', 'Covid19']",Hootsuite Inc.,False,true information,emerging markets hit hard pandemic see around world
Karthik Raj Manoharan,"Chennai, Tamilnadu, INDIA",Peri-Operative Physician. Eco-socialist. Epistemologist. Political Aristarch.,2009-07-01 23:20:50,260,60,150,False,2020-08-11,"Huge jump in number of cases in Andhra Pradesh..There is under-reporting of cases and deaths
#Covid19AP… https://t.co/j2lufqCyud",['Covid19AP'],Twitter for Android,False,true information,huge jump number cases andhra pradesh reporting deaths
𝕒𝕛𝕚𝕥𝟠 Palestinians Are Semites.,USS Britain,,2009-06-22 19:18:12,1320,876,19663,False,2020-08-04,We're just geese that lay golden eggs to the executive class #Covid_19 #COVID19 #ToryRapist,"['Covid_19', 'COVID19', 'ToryRapist']",Twitter Web App,False,true information,geese lay golden eggs executive class
Wanderer,,Skeptically curious,2015-04-04 19:56:09,120,996,12325,False,2020-08-30,"Kamala Harris - “There is no vaccine for racism. However COVID-19 is racist”

""While this virus touches us all, we… https://t.co/qISUAin2qH",,Twitter for Android,False,unverified claim,kamala harris vaccine racism however covid 19 racist virus touches us
COVID Scale,Earth,A bot designed to put the #COVID19 pandemic's effect on the United States into historical perspective. Stats from @Worldometers,2017-09-15 19:54:39,1007,2,8,False,2020-08-16,"On @realDonaldTrump's watch, 172,606 Americans have died from #COVID19 (22.4% of all deaths worldwide). That is abo… https://t.co/gaydE8iTSf",['COVID19'],HN_Comments,False,true information,watch 172 606 americans died 22 4 deaths worldwide abo
